Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Russia,Premier League,2015/2016,24/10/2015,10:00,Ural,Amkar,3,1,H,2.1,3.23,4.18,2.14,3.45,4.6,2.01,3.16,3.91,,,
Russia,Premier League,2015/2016,24/10/2015,12:30,M. Saransk,Kuban,1,1,D,2.95,3.24,2.65,3.11,3.24,2.74,2.92,3.08,2.48,,,
Russia,Premier League,2015/2016,24/10/2015,15:00,Zenit,FK Anzi Makhackala,5,1,H,1.38,5.08,9.82,1.4,5.3,10.5,1.37,4.59,8.38,,,
Russia,Premier League,2015/2016,25/10/2015,10:30,Dynamo Moscow,Spartak Moscow,2,3,A,3.01,3.33,2.54,3.26,3.45,2.62,2.85,3.2,2.46,,,
Russia,Premier League,2015/2016,25/10/2015,13:30,Krasnodar,Rubin Kazan,2,1,H,1.72,3.75,5.63,1.85,3.75,5.63,1.73,3.45,4.9,,,
Russia,Premier League,2015/2016,25/10/2015,16:00,Akhmat Grozny,CSKA Moscow,0,0,D,3.5,3.28,2.3,3.65,3.4,2.32,3.28,3.18,2.23,,,
Russia,Premier League,2015/2016,26/10/2015,16:30,Lokomotiv Moscow,FK Rostov,0,2,A,1.96,3.31,4.7,2,3.55,5.68,1.85,3.27,4.54,,,
Russia,Premier League,2015/2016,31/10/2015,11:30,CSKA Moscow,Ufa,2,0,H,1.25,6.07,16.98,1.3,6.5,16.98,1.25,5.41,12.4,,,
Russia,Premier League,2015/2016,31/10/2015,14:00,Zenit,M. Saransk,0,0,D,1.26,5.92,16.29,1.27,6.8,21,1.23,5.71,13.47,,,
Russia,Premier League,2015/2016,01/11/2015,11:00,Krylya Sovetov,Krasnodar,0,4,A,3.31,3.22,2.42,3.55,3.32,2.47,3.13,3.08,2.35,,,
Russia,Premier League,2015/2016,01/11/2015,13:30,FK Anzi Makhackala,Rubin Kazan,1,2,A,2.32,3.31,3.4,2.55,3.35,3.4,2.38,3.12,3.05,,,
Russia,Premier League,2015/2016,01/11/2015,16:00,Kuban,Lokomotiv Moscow,6,2,H,3.49,3.29,2.3,3.7,3.3,2.38,3.33,3.13,2.22,,,
Russia,Premier League,2015/2016,01/11/2015,16:30,Spartak Moscow,Ural,0,1,A,1.65,3.88,6.18,1.68,3.94,6.2,1.62,3.7,5.51,,,
Russia,Premier League,2015/2016,02/11/2015,14:00,Amkar,Akhmat Grozny,1,0,H,3.54,3.11,2.38,3.6,3.2,2.47,3.3,2.97,2.33,,,
Russia,Premier League,2015/2016,02/11/2015,16:30,FK Rostov,Dynamo Moscow,1,0,H,2.27,3.33,3.52,2.4,3.35,3.52,2.24,3.17,3.26,,,
Russia,Premier League,2015/2016,06/11/2015,16:00,M. Saransk,FK Anzi Makhackala,4,0,H,2.64,3.11,3.08,2.72,3.2,3.25,2.54,3.03,2.89,,,
Russia,Premier League,2015/2016,07/11/2015,11:00,Ural,FK Rostov,1,2,A,2.69,3.17,2.96,2.82,3.2,3.14,2.57,3.05,2.85,,,
Russia,Premier League,2015/2016,07/11/2015,13:15,Ufa,Amkar,2,1,H,2.69,3.03,3.09,2.78,3.2,3.13,2.58,2.96,2.91,,,
Russia,Premier League,2015/2016,07/11/2015,15:30,Dynamo Moscow,Kuban,2,1,H,2,3.32,4.45,2.12,3.32,4.45,1.99,3.24,3.88,,,
Russia,Premier League,2015/2016,07/11/2015,16:30,Akhmat Grozny,Spartak Moscow,2,1,H,2.25,3.31,3.59,2.4,3.45,3.6,2.24,3.15,3.3,,,
Russia,Premier League,2015/2016,08/11/2015,11:30,Rubin Kazan,Krylya Sovetov,2,0,H,2.1,3.4,3.92,2.12,3.4,4.15,2.04,3.23,3.7,,,
Russia,Premier League,2015/2016,08/11/2015,14:00,Krasnodar,CSKA Moscow,2,1,H,2.8,3.35,2.71,2.9,3.35,2.78,2.76,3.19,2.54,,,
Russia,Premier League,2015/2016,08/11/2015,16:30,Lokomotiv Moscow,Zenit,2,0,H,3.99,3.45,2.06,4.25,3.55,2.2,3.68,3.23,2.04,,,
Russia,Premier League,2015/2016,21/11/2015,09:00,Amkar,Rubin Kazan,1,2,A,3.12,3.13,2.57,3.25,3.2,2.66,2.92,3.03,2.5,,,
Russia,Premier League,2015/2016,21/11/2015,11:00,CSKA Moscow,Krylya Sovetov,0,2,A,1.4,4.62,10.6,1.42,4.9,10.6,1.38,4.35,8.63,,,
Russia,Premier League,2015/2016,21/11/2015,13:30,Zenit,Ural,3,0,H,1.42,4.8,8.76,1.44,5.1,9.5,1.41,4.41,7.57,,,
Russia,Premier League,2015/2016,21/11/2015,16:00,Lokomotiv Moscow,FK Anzi Makhackala,0,2,A,1.62,3.95,6.44,1.65,4.1,6.8,1.59,3.74,5.78,,,
Russia,Premier League,2015/2016,22/11/2015,11:30,M. Saransk,Dynamo Moscow,1,1,D,3.16,3.23,2.51,3.35,3.25,2.57,3.04,3.11,2.37,,,
Russia,Premier League,2015/2016,22/11/2015,14:00,Kuban,Akhmat Grozny,2,2,D,2.49,3.15,3.27,2.6,3.2,3.44,2.45,3.03,3.01,,,
Russia,Premier League,2015/2016,22/11/2015,16:30,Spartak Moscow,Krasnodar,3,2,H,2.76,3.4,2.71,2.82,3.42,2.82,2.62,3.2,2.66,,,
Russia,Premier League,2015/2016,23/11/2015,16:00,FK Rostov,Ufa,1,1,D,1.57,3.97,7.29,1.67,4.1,7.29,1.58,3.64,6.27,,,
Russia,Premier League,2015/2016,27/11/2015,14:00,Ural,M. Saransk,3,1,H,1.96,3.5,4.34,1.97,3.55,4.5,1.9,3.3,4.13,,,
Russia,Premier League,2015/2016,28/11/2015,09:30,Ufa,Kuban,2,2,D,2.88,3.22,2.72,3,3.32,2.8,2.83,3.05,2.56,,,
Russia,Premier League,2015/2016,28/11/2015,12:00,Krylya Sovetov,Amkar,0,0,D,2.05,3.25,4.37,2.2,3.4,4.6,2,3.08,4.1,,,
Russia,Premier League,2015/2016,28/11/2015,14:30,Akhmat Grozny,Zenit,4,1,H,3.77,3.38,2.16,4,3.5,2.16,3.61,3.29,2.04,,,
Russia,Premier League,2015/2016,29/11/2015,12:00,FK Anzi Makhackala,CSKA Moscow,1,1,D,4.03,3.65,1.99,4.45,3.7,2.05,3.76,3.43,1.95,,,
Russia,Premier League,2015/2016,30/11/2015,16:00,Dynamo Moscow,Lokomotiv Moscow,2,2,D,2.9,3.13,2.77,3.19,3.25,2.8,2.77,3.04,2.63,,,
Russia,Premier League,2015/2016,30/11/2015,16:00,Krasnodar,FK Rostov,2,1,H,1.93,3.53,4.55,1.93,3.72,5,1.82,3.41,4.38,,,
Russia,Premier League,2015/2016,30/11/2015,16:15,Rubin Kazan,Spartak Moscow,2,2,D,2.87,3.41,2.62,3.22,3.48,2.78,2.68,3.26,2.56,,,
Russia,Premier League,2015/2016,03/12/2015,14:00,Amkar,CSKA Moscow,2,0,H,5.32,3.63,1.78,5.4,3.65,1.9,4.73,3.4,1.77,,,
Russia,Premier League,2015/2016,03/12/2015,16:00,M. Saransk,Akhmat Grozny,0,0,D,3.48,3.27,2.32,3.88,3.27,2.32,3.43,3.08,2.2,,,
Russia,Premier League,2015/2016,03/12/2015,16:00,Zenit,Ufa,1,1,D,1.26,5.95,16.57,1.32,6.3,18,1.25,5.35,13.24,,,
Russia,Premier League,2015/2016,04/12/2015,16:00,Dynamo Moscow,FK Anzi Makhackala,1,2,A,2.3,3.43,3.35,2.31,3.43,3.8,2.18,3.21,3.32,,,
Russia,Premier League,2015/2016,04/12/2015,16:00,FK Rostov,Rubin Kazan,1,0,H,2.24,3.41,3.5,2.31,3.44,3.55,2.19,3.22,3.3,,,
Russia,Premier League,2015/2016,04/12/2015,16:00,Kuban,Krasnodar,2,3,A,4.1,3.59,2,4.4,3.61,2.03,3.86,3.4,1.94,,,
Russia,Premier League,2015/2016,04/12/2015,16:00,Lokomotiv Moscow,Ural,2,2,D,1.79,3.52,5.47,1.83,3.65,5.6,1.77,3.36,4.85,,,
Russia,Premier League,2015/2016,04/12/2015,16:00,Spartak Moscow,Krylya Sovetov,1,0,H,1.54,4.14,7.45,1.72,4.5,7.9,1.54,3.88,6.21,,,
Russia,Premier League,2015/2016,05/03/2016,11:30,Krylya Sovetov,FK Rostov,0,1,A,3.63,3.1,2.35,3.84,3.19,2.36,3.41,2.97,2.26,,,
Russia,Premier League,2015/2016,05/03/2016,14:00,Rubin Kazan,Kuban,1,0,H,1.98,3.35,4.51,2.01,3.57,4.75,1.89,3.23,4.3,,,
Russia,Premier League,2015/2016,05/03/2016,16:30,Krasnodar,Zenit,0,0,D,2.97,3.36,2.56,3.22,3.49,2.62,2.85,3.22,2.44,,,
Russia,Premier League,2015/2016,06/03/2016,11:30,Ufa,M. Saransk,1,1,D,,,,2.68,3.19,3.6,2.46,2.94,3.09,,,
Russia,Premier League,2015/2016,06/03/2016,14:00,Akhmat Grozny,Lokomotiv Moscow,2,1,H,,,,2.58,3.24,3.42,2.41,3,3.1,,,
Russia,Premier League,2015/2016,06/03/2016,16:30,CSKA Moscow,Spartak Moscow,1,0,H,1.88,3.74,4.4,1.91,4.2,4.5,1.84,3.5,4.18,,,
Russia,Premier League,2015/2016,07/03/2016,11:30,Ural,Dynamo Moscow,1,1,D,2.48,3.18,3.2,2.57,3.23,3.45,2.38,3.06,3.07,,,
Russia,Premier League,2015/2016,07/03/2016,14:00,FK Anzi Makhackala,Amkar,0,1,A,2.26,3.07,3.88,2.3,3.2,4,2.17,3.03,3.58,,,
Russia,Premier League,2015/2016,11/03/2016,16:00,Kuban,Krylya Sovetov,2,0,H,2.37,3.05,3.64,2.4,3.15,3.8,2.24,2.97,3.47,,,
Russia,Premier League,2015/2016,12/03/2016,11:30,Ural,FK Anzi Makhackala,4,2,H,2.15,3.18,4.07,2.25,3.25,4.08,2.14,3.09,3.57,,,
Russia,Premier League,2015/2016,12/03/2016,14:00,Spartak Moscow,Amkar,2,1,H,1.75,3.67,5.52,1.8,3.8,5.9,1.71,3.51,4.98,,,
Russia,Premier League,2015/2016,12/03/2016,16:30,FK Rostov,CSKA Moscow,2,0,H,3.55,3.13,2.36,3.85,3.3,2.36,3.47,3.06,2.19,,,
Russia,Premier League,2015/2016,13/03/2016,11:30,M. Saransk,Krasnodar,0,1,A,3.89,3.41,2.11,5.1,3.56,2.11,3.96,3.25,1.96,,,
Russia,Premier League,2015/2016,13/03/2016,14:00,Lokomotiv Moscow,Ufa,2,0,H,1.65,3.7,6.65,1.67,4.17,7.5,1.58,3.57,6.42,,,
Russia,Premier League,2015/2016,13/03/2016,16:30,Zenit,Rubin Kazan,4,2,H,1.52,4.26,7.56,1.53,4.75,8.3,1.49,4.01,6.8,,,
Russia,Premier League,2015/2016,14/03/2016,16:00,Dynamo Moscow,Akhmat Grozny,0,1,A,2.51,3.01,3.42,2.67,3.1,3.42,2.39,2.95,3.17,,,
Russia,Premier League,2015/2016,18/03/2016,14:00,Amkar,FK Rostov,0,0,D,3.1,2.94,2.76,3.82,3,2.77,3.09,2.82,2.54,,,
Russia,Premier League,2015/2016,18/03/2016,16:30,FK Anzi Makhackala,Spartak Moscow,0,4,A,3.93,3.4,2.1,4.6,3.54,2.22,3.58,3.22,2.08,,,
Russia,Premier League,2015/2016,19/03/2016,11:30,Ufa,Dynamo Moscow,0,1,A,3.4,2.94,2.56,3.64,3.05,2.56,3.23,2.87,2.42,,,
Russia,Premier League,2015/2016,19/03/2016,14:00,Akhmat Grozny,Ural,1,1,D,1.31,5.25,13.37,1.5,6.8,13.37,1.3,4.71,10.93,,,
Russia,Premier League,2015/2016,19/03/2016,16:30,CSKA Moscow,Kuban,2,0,H,1.46,4.47,8.67,1.47,4.8,11,1.39,4.29,8.51,,,
Russia,Premier League,2015/2016,20/03/2016,11:30,Krylya Sovetov,Zenit,0,2,A,7.84,4.2,1.52,10,4.85,1.52,7.21,4,1.47,,,
Russia,Premier League,2015/2016,20/03/2016,14:00,Rubin Kazan,M. Saransk,1,1,D,1.76,3.62,5.5,1.83,3.65,6.1,1.73,3.42,5.03,,,
Russia,Premier League,2015/2016,20/03/2016,16:30,Krasnodar,Lokomotiv Moscow,1,2,A,2.27,3.3,3.55,2.4,3.3,3.65,2.21,3.13,3.34,,,
Russia,Premier League,2015/2016,02/04/2016,10:00,Ural,Ufa,1,0,H,2.05,3.35,4.17,2.14,3.44,4.6,2.04,3.15,3.76,,,
Russia,Premier League,2015/2016,02/04/2016,12:30,Akhmat Grozny,FK Anzi Makhackala,3,2,H,1.64,3.82,6.49,1.66,4.25,8,1.56,3.72,6.26,,,
Russia,Premier League,2015/2016,02/04/2016,15:00,Kuban,Amkar,1,1,D,2.75,3.04,3.01,2.81,3.05,3.2,2.6,2.89,2.92,,,
Russia,Premier League,2015/2016,02/04/2016,17:30,FK Rostov,Spartak Moscow,2,0,H,2.79,3.16,2.85,2.82,3.22,2.93,2.64,3.01,2.76,,,
Russia,Premier League,2015/2016,03/04/2016,15:00,Lokomotiv Moscow,Rubin Kazan,1,0,H,1.95,3.46,4.5,1.96,3.5,4.95,1.89,3.3,4.15,,,
Russia,Premier League,2015/2016,03/04/2016,17:30,Zenit,CSKA Moscow,2,0,H,2.03,3.32,4.31,2.08,3.6,4.55,1.98,3.24,3.9,,,
Russia,Premier League,2015/2016,04/04/2016,17:00,M. Saransk,Krylya Sovetov,1,2,A,2.32,3.08,3.7,2.38,3.1,3.82,2.29,2.95,3.39,,,
Russia,Premier League,2015/2016,04/04/2016,17:30,Dynamo Moscow,Krasnodar,1,4,A,3.21,3.17,2.51,3.7,3.3,2.51,3.16,3.08,2.33,,,
Russia,Premier League,2015/2016,08/04/2016,17:00,FK Anzi Makhackala,FK Rostov,0,0,D,3.9,3.16,2.21,4.9,3.45,2.26,3.71,3.09,2.1,,,
Russia,Premier League,2015/2016,09/04/2016,11:30,CSKA Moscow,M. Saransk,7,1,H,1.33,5.18,12.13,1.36,6.6,18,1.31,4.83,10.72,,,
Russia,Premier League,2015/2016,09/04/2016,12:30,Amkar,Zenit,0,2,A,5.53,3.59,1.77,6.5,3.91,1.77,5.44,3.52,1.66,,,
Russia,Premier League,2015/2016,09/04/2016,17:30,Rubin Kazan,Dynamo Moscow,4,1,H,2.1,3.26,4.13,2.25,3.3,4.13,2.08,3.17,3.64,,,
Russia,Premier League,2015/2016,10/04/2016,12:30,Ufa,Akhmat Grozny,1,0,H,4.16,3.21,2.11,4.55,3.3,2.15,3.83,3.08,2.06,,,
Russia,Premier League,2015/2016,10/04/2016,15:00,Krasnodar,Ural,6,0,H,1.47,4.42,8.35,1.57,4.7,8.35,1.46,4.13,6.94,,,
Russia,Premier League,2015/2016,10/04/2016,17:30,Spartak Moscow,Kuban,2,2,D,1.48,4.69,7.26,1.49,4.8,8.2,1.44,4.35,6.79,,,
Russia,Premier League,2015/2016,11/04/2016,16:00,Krylya Sovetov,Lokomotiv Moscow,0,0,D,3.47,3.19,2.36,3.55,3.25,2.44,3.31,2.98,2.3,,,
Russia,Premier League,2015/2016,15/04/2016,17:00,M. Saransk,Amkar,1,1,D,2.94,3.13,2.73,3.26,3.16,2.75,2.81,3,2.61,,,
Russia,Premier League,2015/2016,16/04/2016,12:30,Akhmat Grozny,Krasnodar,0,1,A,3.11,3.18,2.58,3.15,3.2,2.77,2.89,3.05,2.51,,,
Russia,Premier League,2015/2016,16/04/2016,15:00,Lokomotiv Moscow,CSKA Moscow,1,1,D,3.43,3.1,2.43,3.72,3.25,2.43,3.24,3.01,2.31,,,
Russia,Premier League,2015/2016,16/04/2016,17:30,Zenit,Spartak Moscow,5,2,H,1.53,4.56,6.66,1.65,4.75,7.01,1.5,4.24,5.99,,,
Russia,Premier League,2015/2016,17/04/2016,12:30,Ufa,FK Anzi Makhackala,2,0,H,2.22,3.09,4.01,2.32,3.2,4.1,2.16,2.99,3.62,,,
Russia,Premier League,2015/2016,17/04/2016,15:00,Dynamo Moscow,Krylya Sovetov,0,1,A,2.08,3.25,4.21,2.1,3.38,4.65,2,3.16,3.93,,,
Russia,Premier League,2015/2016,17/04/2016,17:30,Kuban,FK Rostov,0,1,A,4,3.23,2.15,4.19,3.23,2.25,3.64,3.09,2.11,,,
Russia,Premier League,2015/2016,18/04/2016,15:00,Ural,Rubin Kazan,0,1,A,3.24,3.27,2.44,3.28,3.28,2.62,3.06,3.14,2.34,,,
Russia,Premier League,2015/2016,23/04/2016,12:30,Krylya Sovetov,Ural,1,1,D,2.11,3.26,4.11,2.2,3.3,4.3,2.05,3.15,3.76,,,
Russia,Premier League,2015/2016,23/04/2016,15:00,Spartak Moscow,M. Saransk,2,2,D,1.44,4.93,7.81,1.51,5.36,7.81,1.44,4.37,6.75,,,
Russia,Premier League,2015/2016,23/04/2016,17:30,Rubin Kazan,Akhmat Grozny,0,1,A,2.63,3.23,2.98,2.68,3.46,3.2,2.51,3.07,2.87,,,
Russia,Premier League,2015/2016,24/04/2016,10:00,Amkar,Lokomotiv Moscow,0,1,A,3.34,3.11,2.48,3.75,3.15,2.48,3.36,2.97,2.28,,,
Russia,Premier League,2015/2016,24/04/2016,12:30,Krasnodar,Ufa,4,0,H,1.36,4.83,12.18,1.42,5.2,12.18,1.36,4.44,9.19,,,
Russia,Premier League,2015/2016,24/04/2016,15:00,CSKA Moscow,Dynamo Moscow,1,0,H,1.49,4.44,7.85,1.49,5.3,11,1.43,4.24,7.52,,,
Russia,Premier League,2015/2016,24/04/2016,17:30,FK Anzi Makhackala,Kuban,1,0,H,2.51,3.32,3.08,2.59,3.32,3.35,2.39,3.15,2.98,,,
Russia,Premier League,2015/2016,24/04/2016,17:30,FK Rostov,Zenit,3,0,H,3.62,3.23,2.28,4.15,3.4,2.29,3.41,3.12,2.19,,,
Russia,Premier League,2015/2016,28/04/2016,15:00,Ural,CSKA Moscow,0,3,A,7.33,4.39,1.51,8.1,4.8,1.51,6.7,4.17,1.47,,,
Russia,Premier League,2015/2016,28/04/2016,17:30,Zenit,Kuban,4,1,H,1.23,6.9,15.6,1.28,9.7,21,1.19,6.49,13.67,,,
Russia,Premier League,2015/2016,29/04/2016,17:00,Dynamo Moscow,Amkar,0,0,D,2.03,3.3,4.35,2.14,3.3,4.45,2,3.12,3.98,,,
Russia,Premier League,2015/2016,30/04/2016,17:30,Lokomotiv Moscow,Spartak Moscow,0,2,A,2.04,3.6,3.89,2.18,3.6,3.89,2.03,3.36,3.57,,,
Russia,Premier League,2015/2016,01/05/2016,10:00,Ufa,Rubin Kazan,1,1,D,3.21,3.06,2.59,3.28,3.2,2.6,3.02,2.98,2.47,,,
Russia,Premier League,2015/2016,01/05/2016,12:30,M. Saransk,FK Rostov,2,1,H,6.8,3.8,1.63,7.2,3.86,1.7,6.03,3.55,1.61,,,
Russia,Premier League,2015/2016,01/05/2016,15:00,Akhmat Grozny,Krylya Sovetov,0,1,A,1.76,3.36,6.27,1.79,3.75,6.5,1.7,3.33,5.51,,,
Russia,Premier League,2015/2016,01/05/2016,17:30,Krasnodar,FK Anzi Makhackala,3,0,H,1.31,5.71,11.72,1.32,6.4,14,1.27,5.29,10.61,,,
Russia,Premier League,2015/2016,06/05/2016,16:00,Krylya Sovetov,Ufa,1,0,H,1.95,3.21,4.95,1.96,3.3,5.1,1.9,3.1,4.48,,,
Russia,Premier League,2015/2016,06/05/2016,17:30,FK Rostov,Lokomotiv Moscow,2,1,H,2.14,3.14,4.16,2.35,3.2,4.16,2.16,2.97,3.69,,,
Russia,Premier League,2015/2016,07/05/2016,12:30,CSKA Moscow,Akhmat Grozny,1,0,H,1.42,4.59,9.79,1.44,5.2,10,1.4,4.32,8.31,,,
Russia,Premier League,2015/2016,07/05/2016,15:00,FK Anzi Makhackala,Zenit,0,1,A,11.27,5.4,1.33,14.5,6.35,1.33,9.96,5.13,1.3,,,
Russia,Premier League,2015/2016,07/05/2016,15:00,Kuban,M. Saransk,1,2,A,2.19,3.37,3.67,2.23,3.37,3.82,2.13,3.2,3.45,,,
Russia,Premier League,2015/2016,07/05/2016,17:30,Rubin Kazan,Krasnodar,1,1,D,4.44,3.76,1.88,4.8,3.9,2.08,4.22,3.45,1.84,,,
Russia,Premier League,2015/2016,08/05/2016,12:30,Amkar,Ural,1,1,D,1.68,3.62,6.54,1.7,3.78,6.7,1.64,3.49,5.82,,,
Russia,Premier League,2015/2016,08/05/2016,17:30,Spartak Moscow,Dynamo Moscow,3,0,H,1.71,3.98,5.3,1.75,4.05,5.4,1.68,3.74,4.8,,,
Russia,Premier League,2015/2016,11/05/2016,15:00,Ufa,CSKA Moscow,1,3,A,12.11,5.02,1.35,14,5.6,1.36,9.86,4.62,1.33,,,
Russia,Premier League,2015/2016,11/05/2016,17:00,Rubin Kazan,FK Anzi Makhackala,1,2,A,2.28,3.43,3.39,2.36,3.72,3.96,2.2,3.26,3.23,,,
Russia,Premier League,2015/2016,11/05/2016,17:30,Krasnodar,Krylya Sovetov,3,0,H,1.3,5.54,13.01,1.33,5.9,15.5,1.29,4.93,10.76,,,
Russia,Premier League,2015/2016,11/05/2016,17:30,Lokomotiv Moscow,Kuban,0,1,A,1.52,4.27,7.54,1.54,4.85,9.1,1.48,4.02,6.88,,,
Russia,Premier League,2015/2016,11/05/2016,17:30,M. Saransk,Zenit,0,3,A,8.01,4.8,1.44,15.5,6.2,1.45,7.95,4.58,1.38,,,
Russia,Premier League,2015/2016,12/05/2016,15:00,Ural,Spartak Moscow,0,1,A,5.67,4,1.67,5.67,4.5,1.7,5.09,3.83,1.63,,,
Russia,Premier League,2015/2016,12/05/2016,17:00,Akhmat Grozny,Amkar,2,0,H,2.27,3.1,3.82,2.27,3.2,4.05,2.17,3.02,3.6,,,
Russia,Premier League,2015/2016,12/05/2016,17:30,Dynamo Moscow,FK Rostov,1,3,A,3.84,3.35,2.15,4,3.4,2.17,3.65,3.19,2.07,,,
Russia,Premier League,2015/2016,15/05/2016,12:30,Krylya Sovetov,Rubin Kazan,1,1,D,2.76,3.25,2.81,2.88,3.25,2.88,2.68,3.03,2.71,,,
Russia,Premier League,2015/2016,15/05/2016,15:00,FK Anzi Makhackala,M. Saransk,3,0,H,2.29,3.27,3.55,2.35,3.52,3.6,2.21,3.2,3.26,,,
Russia,Premier League,2015/2016,15/05/2016,17:00,Zenit,Lokomotiv Moscow,1,1,D,1.33,5.34,11.88,1.44,5.7,17.5,1.29,4.99,10.93,,,
Russia,Premier League,2015/2016,16/05/2016,15:00,Amkar,Ufa,1,0,H,1.98,3.24,4.72,2.05,3.3,5,1.9,3.08,4.53,,,
Russia,Premier League,2015/2016,16/05/2016,17:30,CSKA Moscow,Krasnodar,2,0,H,1.69,3.95,5.58,1.75,4.1,5.76,1.66,3.7,5.12,,,
Russia,Premier League,2015/2016,16/05/2016,17:30,FK Rostov,Ural,1,0,H,1.22,6.89,17.36,1.26,7.2,18.57,1.21,5.93,14.36,,,
Russia,Premier League,2015/2016,16/05/2016,17:30,Kuban,Dynamo Moscow,1,0,H,2.62,3.42,2.84,2.71,3.56,2.9,2.49,3.22,2.79,,,
Russia,Premier League,2015/2016,16/05/2016,17:30,Spartak Moscow,Akhmat Grozny,3,0,H,1.64,4.1,5.87,1.73,4.1,6.05,1.63,3.7,5.43,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Akhmat Grozny,FK Rostov,0,2,A,5.81,3.92,1.67,6.4,4.55,1.71,5.23,3.64,1.66,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Dynamo Moscow,Zenit,0,3,A,2.77,3.61,2.59,2.97,3.85,2.6,2.66,3.42,2.48,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Krylya Sovetov,FK Anzi Makhackala,0,0,D,5.63,3.91,1.69,5.9,4.45,1.83,4.9,3.62,1.7,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Krasnodar,Amkar,1,0,H,1.3,5.87,11.54,1.33,6.3,15,1.28,5.27,10.25,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Lokomotiv Moscow,M. Saransk,3,0,H,2.3,3.74,3.11,2.4,4,3.42,2.26,3.5,2.92,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Rubin Kazan,CSKA Moscow,0,1,A,11.13,5.63,1.32,15.5,6.5,1.34,9.73,5.06,1.3,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Ufa,Spartak Moscow,3,1,H,2.53,3.98,2.64,2.81,4.1,2.68,2.51,3.48,2.57,,,
Russia,Premier League,2015/2016,21/05/2016,11:30,Ural,Kuban,2,0,H,5.87,4.4,1.59,6.5,4.68,1.62,5.58,3.98,1.56,,,
Russia,Premier League,2015/2016,24/05/2016,16:00,Volgar-Astrakhan,FK Anzi Makhackala,0,1,A,3.17,3.07,2.6,3.42,3.2,2.6,3.06,2.98,2.44,,,
Russia,Premier League,2015/2016,24/05/2016,17:45,Kuban,Tomsk,1,0,H,2.52,3.12,3.24,2.52,3.2,3.44,2.39,2.98,3.14,,,
Russia,Premier League,2015/2016,27/05/2016,14:00,Tomsk,Kuban,2,0,H,2.08,3.32,4.1,2.21,3.32,4.1,2.08,3.14,3.66,,,
Russia,Premier League,2015/2016,27/05/2016,17:00,FK Anzi Makhackala,Volgar-Astrakhan,2,0,H,1.5,4.12,6.52,1.51,4.85,9.1,1.46,4.05,7.14,,,
Russia,Premier League,2016/2017,30/07/2016,15:30,Zenit,Lokomotiv Moscow,0,0,D,1.83,3.57,5.09,1.84,3.88,5.7,1.77,3.49,4.67,,,
Russia,Premier League,2016/2017,30/07/2016,18:00,FK Anzi Makhackala,CSKA Moscow,0,0,D,5.72,3.69,1.72,6,3.75,1.79,5.17,3.51,1.7,,,
Russia,Premier League,2016/2017,30/07/2016,19:30,FK Rostov,Orenburg,1,0,H,1.99,3.31,4.56,2.02,3.58,5,1.9,3.21,4.32,,,
Russia,Premier League,2016/2017,31/07/2016,13:30,Ural,Ufa,2,0,H,2.31,3.14,3.65,2.43,3.15,3.9,2.29,2.98,3.36,,,
Russia,Premier League,2016/2017,31/07/2016,16:00,Spartak Moscow,Arsenal Tula,4,0,H,1.51,4.39,7.47,1.56,4.46,7.6,1.51,4.03,6.43,,,
Russia,Premier League,2016/2017,31/07/2016,18:30,Akhmat Grozny,Krylya Sovetov,1,0,H,2.03,3.16,4.62,2.05,3.45,5.95,1.92,3.13,4.45,,,
Russia,Premier League,2016/2017,01/08/2016,17:30,Krasnodar,Tomsk,3,0,H,1.4,4.98,9.25,1.4,5.6,13,1.33,4.82,9.04,,,
Russia,Premier League,2016/2017,01/08/2016,17:30,Rubin Kazan,Amkar,0,0,D,1.88,3.35,5.14,1.96,3.45,5.7,1.82,3.23,4.77,,,
Russia,Premier League,2016/2017,06/08/2016,15:00,Ufa,Zenit,0,0,D,8.67,4.51,1.45,10,4.95,1.53,7.51,4.08,1.45,,,
Russia,Premier League,2016/2017,06/08/2016,17:30,Arsenal Tula,Rubin Kazan,1,0,H,3.62,3.28,2.25,4.25,3.3,2.32,3.36,3.17,2.2,,,
Russia,Premier League,2016/2017,07/08/2016,14:00,Orenburg,CSKA Moscow,0,1,A,6.58,3.7,1.66,6.61,3.85,1.7,5.69,3.59,1.64,,,
Russia,Premier League,2016/2017,07/08/2016,14:30,Amkar,FK Anzi Makhackala,2,0,H,2.01,3.23,4.59,2.2,3.23,4.65,1.99,3.06,4.16,,,
Russia,Premier League,2016/2017,07/08/2016,17:00,Lokomotiv Moscow,Tomsk,2,2,D,1.49,4.18,8.92,1.51,4.25,10,1.44,3.98,8.06,,,
Russia,Premier League,2016/2017,07/08/2016,19:30,FK Rostov,Ural,0,0,D,1.81,3.29,5.94,1.95,3.35,5.94,1.81,3.2,5,,,
